"","ref_gene_name","gene_id","Gene...Description","Gene...Transcripts...Length"
"11463","LOC105678744","gene12529","growth factor receptor-bound protein 14-like",6022.83333333333
"11360","LOC105678641","gene12525","uncharacterized LOC105678641",1385
"11602","LOC105678883","gene12526","cell differentiation protein RCD1 homolog",2450
"11600","LOC105678881","gene12527","sodium-coupled monocarboxylate transporter 1-like",2295.33333333333
"11458","LOC105678739","gene12520","uncharacterized LOC105678739",3068
"6680","LOC105673962","gene8197","aromatic-L-amino-acid decarboxylase-like",2259
"4171","LOC105671453","gene5935","putative glutathione-specific gamma-glutamylcyclotransferase 2",3974
"5691","LOC105672973","gene7352","double-stranded RNA-specific editase Adar-like",7144
"5716","LOC105672998","gene7351","coiled-coil domain-containing protein 186",3942
"12697","LOC105679978","gene2031","acetylcholine receptor subunit beta-like 2",2815
"7746","LOC105675027","gene9234","calexcitin-2",3517
"3762","LOC105671044","gene5607","transforming acidic coiled-coil-containing protein 3",3263.75
"3756","LOC105671038","gene5604","box A-binding factor-like",5675
"7068","LOC105674350","gene8848","tyrosine-protein kinase abl-1-like",3710.16666666667
"3769","LOC105671051","gene5608","G1/S-specific cyclin-E1",3441
"6396","LOC105673678","gene8009","zinc finger E-box-binding homeobox protein zag-1",5142
"6112","LOC105673394","gene7768","zinc finger protein 354B-like",2671.5
"6067","LOC105673349","gene7765","RWD domain-containing protein 2A",1138
"2748","LOC105670030","gene514","phosphatase and actin regulator 2-like",5597.66666666667
"9717","LOC105676998","gene11071","palmitoyltransferase ZDHHC17",2324
"9073","LOC105676354","gene10381","UBX domain-containing protein 4",2634
"10296","LOC105677577","gene11389","ER membrane protein complex subunit 1",3453
"10294","LOC105677575","gene11388","TELO2-interacting protein 1 homolog",3789
"10201","LOC105677482","gene11384","protein cueball",5448.66666666667
"10092","LOC105677373","gene11380","probable WRKY transcription factor protein 1",4458
"10208","LOC105677489","gene11383","protein disabled",6936
"10203","LOC105677484","gene11382","forkhead box protein D3-like",5351
"12699","LOC105679980","gene2035","chymotrypsin-2-like",1351
"2322","LOC105669604","gene4231","SH3 domain-binding protein 5 homolog",2992
"2274","LOC105669556","gene4232","atypical protein kinase C",2922.5
"1925","LOC105669207","gene3913","glutamate receptor ionotropic, kainate 2",3861
"8333","LOC105675614","gene9607","uncharacterized LOC105675614",1974.5
"8299","LOC105675580","gene9605","uncharacterized LOC105675580",3849.57142857143
"1950","LOC105669232","gene3918","mucin-17-like",6463
"2281","LOC105669563","gene4239","probable phospholipid-transporting ATPase IA",5123.42857142857
"9188","LOC105676469","gene10650","putative ATP-dependent RNA helicase DHX57",3995.5
"9277","LOC105676558","gene10654","uncharacterized LOC105676558",6407
"9164","LOC105676445","gene10657","B-cell lymphoma/leukemia 11A",4508
"7378","LOC105674659","gene8913","ARF GTPase-activating protein GIT1",2392
"7188","LOC105674470","gene8914","protein phosphatase PP2A 55 kDa regulatory subunit",5295
"7187","LOC105674469","gene8917","fragile X mental retardation syndrome-related protein 1",3282.6
"7325","LOC105674607","gene8918","WD repeat-containing protein 44",4928
"10710","LOC105677991","gene11929","putative ATP-dependent RNA helicase DHX30",3141.5
"6154","LOC105673436","gene7774","neprilysin-2",3091
"10715","LOC105677996","gene11921","kinesin-like protein costa",3995
"10720","LOC105678001","gene11920","WD repeat-containing protein 35",4673
"5202","LOC105672484","gene6988","cholinephosphotransferase 1",3200.6
"5207","LOC105672489","gene6989","uncharacterized LOC105672489",922
"6421","LOC105673703","gene8017","membrane-bound transcription factor site-1 protease",4098
"5209","LOC105672491","gene6980","uncharacterized LOC105672491",4167.5
"5213","LOC105672495","gene6982","large neutral amino acids transporter small subunit 1",2500.25
"5201","LOC105672483","gene6985","nuclear hormone receptor HR96",3757
"8646","LOC105675927","gene10038","putative pre-mRNA-splicing factor ATP-dependent RNA helicase PRP1",3470.5
"8628","LOC105675909","gene10034","28S ribosomal protein S18b, mitochondrial",823.5
"8636","LOC105675917","gene10036","kinesin-like protein KIF14",4252.5
"8626","LOC105675907","gene10032","serine/threonine-protein phosphatase 1 regulatory subunit 10",4777
"496","LOC105667778","gene2560","uncharacterized LOC105667778",3678.5
"3236","LOC105670518","gene5180","sodium/calcium exchanger 2",4855
"3295","LOC105670577","gene5189","nucleolar pre-ribosomal-associated protein 1",6370
"3091","LOC105670373","gene538","uncharacterized LOC105670373",1390
"3086","LOC105670368","gene539","uncharacterized LOC105670368",555
"5456","LOC105672738","gene7168","uncharacterized LOC105672738",1032
"5477","LOC105672759","gene7164","FAST kinase domain-containing protein 5",2218
"5466","LOC105672748","gene7167","voltage-dependent calcium channel type D subunit alpha-1",5317
"5474","LOC105672756","gene7166","histone-lysine N-methyltransferase Suv4-20",4198.85714285714
"4873","LOC105672155","gene6578","DE-cadherin",6200
"4874","LOC105672156","gene6571","hippocampus abundant transcript 1 protein-like",4537.6
"4925","LOC105672207","gene6570","uncharacterized LOC105672207",10896
"4814","LOC105672096","gene6573","protein ORAOV1 homolog",411
"4879","LOC105672161","gene6577","zinc finger protein 2-like",1971
"4815","LOC105672097","gene6576","uncharacterized LOC105672097",3392
"4148","LOC105671430","gene5983","uncharacterized LOC105671430",1634
"4147","LOC105671429","gene5982","forkhead box protein J1-A-like",2810
"10096","LOC105677377","gene11516","glutamate synthase 1 [NADH], chloroplastic-like",907
"10145","LOC105677426","gene11517","putative glutamate synthase [NADPH]",7364
"517","LOC105667799","gene2668","IQ motif and SEC7 domain-containing protein 2",6555.85714285714
"5609","LOC105672891","gene7298","protein grainyhead",5987
"5616","LOC105672898","gene7292","protein pygopus",2294
"5108","LOC105672390","gene6835","metallophosphoesterase 1-like",4137
"5032","LOC105672314","gene717","neurotrimin",2498.66666666667
"11079","LOC105678360","gene12260","uncharacterized LOC105678360",3499
"11080","LOC105678361","gene12264","tetratricopeptide repeat protein 27",3275
"9311","LOC105676592","gene10644","probable RNA helicase armi",4270
"9317","LOC105676598","gene10643","FK506-binding protein 15",2398
"9318","LOC105676599","gene10642","nuclear pore complex protein Nup88",2270
"12045","LOC105679326","gene1402","putative fatty acyl-CoA reductase CG5065",1952
"12046","LOC105679327","gene1404","vacuolar protein sorting-associated protein 41 homolog",3006
"12050","LOC105679331","gene1406","cytochrome P450 6k1-like",1582
"11807","LOC105679088","gene12902","uncharacterized LOC105679088",952
"11802","LOC105679083","gene12903","uncharacterized LOC105679083",3708
"964","LOC105668246","gene3136","odorant receptor Or2-like",2524
"991","LOC105668273","gene3130","",831
"948","LOC105668230","gene3131","E3 ubiquitin-protein ligase RAD18-like",2470
"11214","LOC105678495","gene12457","trichohyalin-like",5913
"11803","LOC105679084","gene12907","uncharacterized LOC105679084",8071
"11167","LOC105678448","gene12453","leucine-rich repeat-containing protein C10orf11",981
"11654","LOC105678935","gene12808","anosmin-1",2573
"9980","LOC105677261","gene11240","uncharacterized LOC105677261",4362.42857142857
"9979","LOC105677260","gene11241","signal recognition particle subunit SRP72",2791
"9981","LOC105677262","gene11243","pre-mRNA-splicing factor Slu7",2089
"9984","LOC105677265","gene11245","tachykinin-like peptides receptor 99D",5290.71428571429
"9998","LOC105677279","gene11249","suppressor of lurcher protein 1",6762
"3625","LOC105670907","gene5458","enhancer of mRNA-decapping protein 3",2749
"3612","LOC105670894","gene5470","GTP cyclohydrolase 1",2439
"897","LOC105668179","gene2986","GTP-binding protein Di-Ras2",3089
"3626","LOC105670908","gene5451","protein wntless",2275
"2191","LOC105669473","gene451","",421
"7039","LOC105674321","gene8746","zinc finger protein 394-like",558
"7041","LOC105674323","gene8747","longitudinals lacking protein, isoform G-like",342
"6639","LOC105673921","gene8217","amidophosphoribosyltransferase-like",2844.66666666667
"6319","LOC105673601","gene7935","uncharacterized LOC105673601",1097
"7864","LOC105675145","gene9353","UDP-N-acetylhexosamine pyrophosphorylase",2504.5
"9285","LOC105676566","gene10322","E3 ubiquitin-protein ligase KCMF1-like",3367
"3154","LOC105670436","gene5061","uncharacterized LOC105670436",7916
"3176","LOC105670458","gene5067","sprouty-related, EVH1 domain-containing protein 1",2972.5
"3158","LOC105670440","gene5064","heparan-sulfate 6-O-sulfotransferase 1-B",1968
"7866","LOC105675147","gene9354","ADP-ribosylation factor 6",2737.33333333333
"5549","LOC105672831","gene7268","GTP-binding protein Rhes",3103
"5610","LOC105672892","gene771","uncharacterized LOC105672892",2066
"7863","LOC105675144","gene9355","coiled-coil domain-containing protein 132",3242
"6620","LOC105673902","gene8213","failed axon connections",4255
"5583","LOC105672865","gene772","uncharacterized LOC105672865",2027.33333333333
"7865","LOC105675146","gene9356","prohormone-4",3843
"7683","LOC105674964","gene945","putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16",2960
"7675","LOC105674956","gene944","EF-hand domain-containing protein D2 homolog",1231
"7556","LOC105674837","gene943","acylamino-acid-releasing enzyme-like",2605
"6711","LOC105673993","gene8210","uncharacterized LOC105673993",4448
"10314","LOC105677595","gene1189","E3 ubiquitin-protein ligase znrf1",2155
"10303","LOC105677584","gene1183","hypoxia up-regulated protein 1",3487
"2994","LOC105670276","gene4915","vacuolar protein sorting-associated protein 13D",13382.5
"2975","LOC105670257","gene4911","F-box only protein 21-like",1984.25
"94","LOC105667376","gene2292","putative methyltransferase NSUN6",1190
"11748","LOC105679029","gene12899","uncharacterized LOC105679029",2950
"11584","LOC105678865","gene12729","homeotic protein spalt-major-like",7919
"11890","LOC105679171","gene12891","caseinolytic peptidase B protein homolog",2347.5
"10884","LOC105678165","gene12097","DNA repair protein REV1",3690.33333333333
"10885","LOC105678166","gene12092","GPI inositol-deacylase",3179
"10875","LOC105678156","gene12098","mitochondrial 2-oxoglutarate/malate carrier protein-like",1484
"8278","LOC105675559","gene9710","nitric oxide synthase, salivary gland",3667
"8303","LOC105675584","gene9712","ubiquitin carboxyl-terminal hydrolase 47",4614
"5658","LOC105672940","gene7335","junctophilin-1-like",9369
"5657","LOC105672939","gene7337","RB1-inducible coiled-coil protein 1",10343
"5715","LOC105672997","gene7331","SH2 domain-containing protein 3C",3232.5
"5660","LOC105672942","gene7332","uncharacterized LOC105672942",3588
"5659","LOC105672941","gene7333","putative protein TPRXL",3793
"8255","LOC105675536","gene9715","atrial natriuretic peptide-converting enzyme",3556
"4555","LOC105671837","gene6325","E3 ubiquitin-protein ligase HECTD1",9003.71428571429
"4566","LOC105671848","gene6320","putative exonuclease GOR",4709
"2596","LOC105669878","gene4432","vacuolar protein sorting-associated protein 45",2295
"3802","LOC105671084","gene5669","probable JmjC domain-containing histone demethylation protein 2C",2753.5
"3849","LOC105671131","gene5665","uncharacterized LOC105671131",3259.16666666667
"2608","LOC105669890","gene4436","rho-associated protein kinase 2-like",2928
"2593","LOC105669875","gene4437","uncharacterized LOC105669875",2804
"6237","LOC105673519","gene7914","V-type proton ATPase 16 kDa proteolipid subunit",1932
"1988","LOC105669270","gene432","uncharacterized LOC105669270",2375.75
"2582","LOC105669864","gene4435","RNA-binding protein 40",1832
"6556","LOC105673838","gene8236","uncharacterized LOC105673838",793
"6595","LOC105673877","gene8237","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase epsilon-1-like",7592
"2594","LOC105669876","gene4438","prickle-like protein 3",1832
"2603","LOC105669885","gene4439","uncharacterized LOC105669885",6136
"6412","LOC105673694","gene8025","E3 ubiquitin-protein ligase listerin",5253
"6434","LOC105673716","gene8024","sialin-like",3810
"6442","LOC105673724","gene8021","putative peptidyl-prolyl cis-trans isomerase dodo",1500
"230","LOC105667512","gene2395","zinc finger protein with KRAB and SCAN domains 8-like",3622.33333333333
"6413","LOC105673695","gene8028","testican-3",4825
"9786","LOC105677067","gene11016","uncharacterized LOC105677067",536
"9713","LOC105676994","gene11010","methyltransferase-like protein 23",1161
"9740","LOC105677021","gene11012","arginine-glutamic acid dipeptide repeats protein",5115.6
"12833","LOC105680114","gene2114","protein KIAA0100",6743
"12660","LOC105679941","gene1961","histone-lysine N-methyltransferase NSD2",4425.5
"7251","LOC105674533","gene8906","DNA repair protein complementing XP-G cells",4713
"7252","LOC105674534","gene8907","spastin",3082
"7278","LOC105674560","gene8680","zinc finger protein 846-like",1317
"7203","LOC105674485","gene8685","G-protein coupled receptor Mth2-like",2170
"7276","LOC105674558","gene8684","type II inositol 3,4-bisphosphate 4-phosphatase",6321.28571428571
"7372","LOC105674653","gene8902","WD repeat and FYVE domain-containing protein 2",2179
"2920","LOC105670202","gene524","splicing factor 3A subunit 1",2610
"2303","LOC105669585","gene4216","uncharacterized LOC105669585",3380
"7802","LOC105675083","gene9373","fibropellin-3-like",1384
"7860","LOC105675141","gene9379","integral membrane protein GPR155",3304.33333333333
"9113","LOC105676394","gene10636","homeobox protein cut",8343
"9267","LOC105676548","gene10630","zinc finger protein 32-like",2597
"7443","LOC105674724","gene8977","vacuolar protein sorting-associated protein 52 homolog",2482
"7487","LOC105674768","gene8974","activating signal cointegrator 1 complex subunit 2",2448
"7488","LOC105674769","gene8973","bridging integrator 3 homolog",1193
"7466","LOC105674747","gene8971","cytosolic purine 5'-nucleotidase",3403.375
"7468","LOC105674749","gene8970","O-phosphoseryl-tRNA(Sec) selenium transferase",2761
"7472","LOC105674753","gene8979","DIS3-like exonuclease 2",3004.33333333333
"7493","LOC105674774","gene8978","sugar transporter SWEET1",1670
"7538","LOC105674819","gene9088","uncharacterized LOC105674819",2781
"7581","LOC105674862","gene9084","uncharacterized LOC105674862",1641
"7536","LOC105674817","gene9086","uncharacterized LOC105674817",3498
"5683","LOC105672965","gene7359","anaphase-promoting complex subunit 1",6043
"1818","LOC105669100","gene3820","bumetanide-sensitive sodium-(potassium)-chloride cotransporter",3962
"8397","LOC105675678","gene9887","uncharacterized LOC105675678",4904.14285714286
"8506","LOC105675787","gene9883","uncharacterized LOC105675787",4081
"8395","LOC105675676","gene9888","uncharacterized LOC105675676",4958
"3280","LOC105670562","gene554","zinc finger protein 33A-like",5419.33333333333
"3307","LOC105670589","gene556","7SK snRNA methylphosphate capping enzyme-like",2471
"3277","LOC105670559","gene557","A disintegrin and metalloproteinase with thrombospondin motifs 9",8881
"6070","LOC105673352","gene7659","sodium-coupled neutral amino acid transporter 9-like",2275
"343","LOC105667625","gene2467","beta-1,4-glucuronyltransferase 1",5637
"344","LOC105667626","gene2466","carbohydrate sulfotransferase 5-like",2202
"336","LOC105667618","gene2461","HEAT repeat-containing protein 5B",6677.66666666667
"338","LOC105667620","gene2460","prostaglandin reductase 1-like",4488
"4717","LOC105671999","gene6519","neural cell adhesion molecule 1-A",4226.66666666667
"4723","LOC105672005","gene6514","deoxynucleoside kinase-like",5031.28571428571
"6610","LOC105673892","gene8172","cell division cycle protein 27 homolog",4081
"574","LOC105667856","gene2681","dnaJ homolog subfamily C member 21",2553
"627","LOC105667909","gene2687","metabotropic glutamate receptor 8-like",3379
"588","LOC105667870","gene2685","TBC1 domain family member 25",4329
"438","LOC105667720","gene2688","",634.25
"12542","LOC105679823","gene1798","CD9 antigen",1527
"12559","LOC105679840","gene1790","solute carrier family 25 member 44",2155
"12546","LOC105679827","gene1793","fibroblast growth factor receptor homolog 1-like",5035.5
"12554","LOC105679835","gene1796","multiple epidermal growth factor-like domains protein 10",4003.25
"11272","LOC105678553","gene12280","CD109 antigen",5351
"11146","LOC105678427","gene12282","sialin",2790
"11142","LOC105678423","gene12286","mediator of RNA polymerase II transcription subunit 13-like",8221
"2492","LOC105669774","gene4451","zinc transporter foi-like",2928
"1260","LOC105668542","gene3333","trichohyalin-like",2958
"7525","LOC105674806","gene9111","uncharacterized LOC105674806",2159
"1438","LOC105668720","gene3483","ankyrin repeat domain-containing protein 18A",1963.5
"1504","LOC105668786","gene3480","protein phosphatase 1B-like",2935.5
"1502","LOC105668784","gene3481","beclin 1-associated autophagy-related key regulator",1995.5
"911","LOC105668193","gene3000","",388.571428571429
"12100","LOC105679381","gene1428","mothers against decapentaplegic homolog 3",2929
"12099","LOC105679380","gene1427","IWS1-like protein",3502.5
"12108","LOC105679389","gene1424","protein inturned",3184.5
"12119","LOC105679400","gene1422","protein SON",2447.33333333333
"12110","LOC105679391","gene1423","cell division cycle protein 20 homolog",2534.66666666667
"12107","LOC105679388","gene1420","dual specificity protein phosphatase CDC14B-like",4474
"1211","LOC105668493","gene3155","reticulocalbin-2",2004
"1212","LOC105668494","gene3156","uncharacterized LOC105668494",1209
"1148","LOC105668430","gene3150","PR domain zinc finger protein 1",4158
"1149","LOC105668431","gene3151","stromal membrane-associated protein 1",2628
"1213","LOC105668495","gene3158","protein vein",4034.5
"5934","LOC105673216","gene793","putative fatty acyl-CoA reductase CG5065",2349.66666666667
"11352","LOC105678633","gene12499","alpha-tubulin N-acetyltransferase-like",3609
"6770","LOC105674052","gene8319","DCN1-like protein 1",2536
"9870","LOC105677151","gene11226","RNA-binding protein Nova-1",5680.75
"9861","LOC105677142","gene11227","probable maleylacetoacetate isomerase 2",3950
"6767","LOC105674049","gene8318","exostosin-3",3696
"5787","LOC105673069","gene797","uncharacterized LOC105673069",6534.5
"3581","LOC105670863","gene5417","putative fatty acyl-CoA reductase CG5065",1044
"3565","LOC105670847","gene5416","fatty acid synthase-like",7220
"3480","LOC105670762","gene5412","protein HGH1 homolog",1334
"3555","LOC105670837","gene5410","Fanconi anemia group J protein homolog",3090
"12393","LOC105679674","gene1889","dedicator of cytokinesis protein 3",8320
"12399","LOC105679680","gene1884","cadherin EGF LAG seven-pass G-type receptor 1-like",3928.66666666667
"12392","LOC105679673","gene1886","protocadherin-like wing polarity protein stan",10782.5
"12609","LOC105679890","gene1882","ubiquitin-like protein 4A",1576
"5030","LOC105672312","gene6689","solute carrier family 46 member 3",4734
"4871","LOC105672153","gene6688","uncharacterized LOC105672153",8463
"4872","LOC105672154","gene6687","E3 ubiquitin-protein ligase MYLIP",2423.5
"4993","LOC105672275","gene6686","merlin",3784
"4980","LOC105672262","gene6681","uncharacterized LOC105672262",2858.66666666667
"5825","LOC105673107","gene795","uncharacterized LOC105673107",4538
"7217","LOC105674499","gene8766","uncharacterized LOC105674499",4233.33333333333
"7219","LOC105674501","gene8765","nucleolin",2635
"10404","LOC105677685","gene11738","menin",2553
"10470","LOC105677751","gene11731","coiled-coil domain-containing protein 149",3940
"10469","LOC105677750","gene11735","DNA replication licensing factor MCM4",3951
"8768","LOC105676049","gene10170","hyaluronan mediated motility receptor-like",3473
"8769","LOC105676050","gene10173","TNF receptor-associated factor 6-A",1828.5
"8909","LOC105676190","gene10177","NCK-interacting protein with SH3 domain",2317
"8910","LOC105676191","gene10176","transcription initiation factor TFIID subunit 5",2303
"8895","LOC105676176","gene10182","RAC serine/threonine-protein kinase",3520
"10773","LOC105678054","gene1222","phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit beta",7187.42857142857
"8842","LOC105676123","gene10183","iron/zinc purple acid phosphatase-like protein",1729
"10638","LOC105677919","gene1225","glycine receptor subunit alphaZ1",2191.83333333333
"10669","LOC105677950","gene1227","elongation of very long chain fatty acids protein 4-like",2197.5
"7772","LOC105675053","gene961","cytochrome P450 6a2-like",2000
"7723","LOC105675004","gene965","splicing factor, arginine/serine-rich 15",4811
"7766","LOC105675047","gene964","CAAX prenyl protease 1 homolog",1669
"7728","LOC105675009","gene966","dnaJ homolog subfamily C member 7",1805
"1670","LOC105668952","gene3643","uncharacterized LOC105668952",16369.5
"10143","LOC105677424","gene1167","chaoptin-like",3982
"1622","LOC105668904","gene3644","microspherule protein 1",2321
"10177","LOC105677458","gene1169","uncharacterized LOC105677458",2222
"3958","LOC105671240","gene614","uncharacterized LOC105671240",2968
"3890","LOC105671172","gene611","uncharacterized LOC105671172",2116.6
"7396","LOC105674677","gene8579","uncharacterized LOC105674677",752
"11808","LOC105679089","gene12873","protein Tob1-like",2811.6
"11516","LOC105678797","gene12706","somatostatin receptor type 2-like",3531.5
"11849","LOC105679130","gene12875","ras-related protein Rab-37-like",4288.875
"11517","LOC105678798","gene12708","ras-related protein Rap-2a",3531
"6044","LOC105673326","gene808","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1 homolog",2973
"6051","LOC105673333","gene809","nuclear pore complex protein Nup54",2158
"263","LOC105667545","gene2418","protein arginine N-methyltransferase 1",1629.33333333333
"5899","LOC105673181","gene803","sorting nexin-6",2195.75
"5435","LOC105672717","gene777","tubulin delta chain-like",1344
"7270","LOC105674552","gene8797","zinc finger protein 184-like",2478.25
"6058","LOC105673340","gene807","glycerophosphodiester phosphodiesterase domain-containing protein 1-like",2786
"12863","LOC105680144","gene2149","general transcription factor IIH subunit 1",2689.5
"8115","LOC105675396","gene9713","CAD protein",6953
"7393","LOC105674674","gene8641","uncharacterized LOC105674674",2168.66666666667
"12854","LOC105680135","gene2141","multidrug resistance protein homolog 49",5951
"12855","LOC105680136","gene2142","uncharacterized LOC105680136",3923
"5632","LOC105672914","gene7316","uncharacterized LOC105672914",5429.5
"5621","LOC105672903","gene7314","polycomb protein Sfmbt-like",3578.5
"5622","LOC105672904","gene7315","transcription factor GAGA-like",3554
"5056","LOC105672338","gene6787","cyclin-dependent kinase 5 activator 1",1423
"4523","LOC105671805","gene6303","uncharacterized LOC105671805",5742
"4524","LOC105671806","gene6300","cystinosin homolog",1584.16666666667
"4527","LOC105671809","gene6304","elongation of very long chain fatty acids protein AAEL008004-like",2882.07692307692
"4526","LOC105671808","gene6305","DNA fragmentation factor subunit beta",3575
"7254","LOC105674536","gene8640","ankyrin repeat and zinc finger domain-containing protein 1-like",3227
"3830","LOC105671112","gene5642","mediator of RNA polymerase II transcription subunit 28",2679
"3829","LOC105671111","gene5643","uncharacterized LOC105671111",2103
"3851","LOC105671133","gene5641","E3 ubiquitin-protein ligase RFWD2-like",4518
"3827","LOC105671109","gene5646","bromodomain-containing protein 8",3810
"3793","LOC105671075","gene5647","tetraspanin-33-like",2016
"3848","LOC105671130","gene5649","anaphase-promoting complex subunit 13",641
"12796","LOC105680077","gene2092","uncharacterized LOC105680077",1035
"3338","LOC105670620","gene5252","tubulin-specific chaperone A",590
"9768","LOC105677049","gene10980","autophagy-related protein 16-1",4129.33333333333
"5057","LOC105672339","gene6788","pollen-specific leucine-rich repeat extensin-like protein 1",6577
"956","LOC105668238","gene3248","tetraspanin-9",1198
"9808","LOC105677089","gene11032","bone morphogenetic protein receptor type-1B",1798
"9660","LOC105676941","gene11037","RNA polymerase II-associated protein 3-like",2260
"9763","LOC105677044","gene11034","ephrin type-B receptor 1-B",9525.4375
"2767","LOC105670049","gene4663","LIRP",1552
"2766","LOC105670048","gene4662","probable glutamate receptor",2174
"9784","LOC105677065","gene11038","uncharacterized LOC105677065",2884
"2733","LOC105670015","gene4667","uncharacterized LOC105670015",6112
"2763","LOC105670045","gene4665","probable ATP-dependent RNA helicase YTHDC2",4919
"7734","LOC105675015","gene9228","uncharacterized LOC105675015",10481.25
"4121","LOC105671403","gene5999","kinesin-like protein KIF20B",5103.5
"10309","LOC105677590","gene11448","IQ domain-containing protein G",1459
"1083","LOC105668365","gene3277","elongation factor Tu GTP-binding domain-containing protein 1",4794
"12642","LOC105679923","gene1947","cytoskeleton-associated protein 5",8700.4
"6790","LOC105674072","gene8317","regulating synaptic membrane exocytosis protein 2",7419.4
"631","LOC105667913","gene2672","fibroblast growth factor 9-like",1941.5
